hive,hour_bucket_utc,tvd,tvd_zscore,queenless_candidate
hive_01,2026-03-16 13:00:00+00:00,0.0,-0.9445852948836039,False
hive_01,2026-03-16 14:00:00+00:00,0.5,0.31486176496120133,False
hive_01,2026-03-16 15:00:00+00:00,0.5,0.31486176496120133,False
hive_01,2026-03-16 16:00:00+00:00,1.0,1.4288690166235203,False
hive_01,2026-03-16 17:00:00+00:00,0.5,0.15675665718766002,False
hive_01,2026-03-16 18:00:00+00:00,0.5,0.10745317463414392,False
hive_01,2026-03-16 19:00:00+00:00,0.0,-1.0944937947136413,False
hive_01,2026-03-16 20:00:00+00:00,0.0,-1.0173494974687902,False
hive_01,2026-03-16 21:00:00+00:00,0.0,-0.9497161598676341,False
hive_01,2026-03-16 22:00:00+00:00,0.0,-0.8921344936736055,False
hive_01,2026-03-16 23:00:00+00:00,0.0,-0.847791247890659,False
hive_01,2026-03-17 00:00:00+00:00,0.0,-0.779173724431643,False
hive_01,2026-03-17 01:00:00+00:00,0.5,0.9208416743283054,False
hive_01,2026-03-17 02:00:00+00:00,0.5,0.847791247890659,False
hive_01,2026-03-17 03:00:00+00:00,1.0,2.2162941036098887,True
hive_01,2026-03-17 04:00:00+00:00,0.0,-0.823194952769387,False
hive_01,2026-03-17 05:00:00+00:00,1.0,1.9750497705739298,False
hive_01,2026-03-17 06:00:00+00:00,1.0,1.7511900715418265,False
hive_01,2026-03-17 07:00:00+00:00,0.0,-0.8755950357709131,False
hive_01,2026-03-17 08:00:00+00:00,1.0,1.5743088248060064,False
hive_03,2026-03-07 17:00:00+00:00,,,False
hive_03,2026-03-07 18:00:00+00:00,0.5,,False
hive_03,2026-03-07 19:00:00+00:00,0.0,,False
hive_03,2026-03-07 20:00:00+00:00,0.0,,False
hive_03,2026-03-07 21:00:00+00:00,0.0,,False
hive_03,2026-03-07 22:00:00+00:00,0.0,,False
hive_03,2026-03-07 23:00:00+00:00,0.0,-0.408248290463863,False
hive_03,2026-03-08 00:00:00+00:00,0.0,-0.3779644730092272,False
hive_03,2026-03-08 01:00:00+00:00,0.0,-0.35355339059327373,False
hive_03,2026-03-08 02:00:00+00:00,0.0,-0.33333333333333326,False
hive_03,2026-03-08 03:00:00+00:00,0.5,1.8973665961010278,False
hive_03,2026-03-08 04:00:00+00:00,0.5,1.556997888323046,False
hive_03,2026-03-08 05:00:00+00:00,1.0,2.3682814575440334,True
hive_03,2026-03-08 06:00:00+00:00,0.0,-0.5913123959890826,False
hive_03,2026-03-08 07:00:00+00:00,0.5,0.8842821310068665,False
hive_03,2026-03-08 08:00:00+00:00,0.5,0.8334108491079611,False
hive_03,2026-03-08 09:00:00+00:00,0.5,0.7905694150420948,False
hive_03,2026-03-08 10:00:00+00:00,0.5,0.7538285558904728,False
hive_03,2026-03-08 11:00:00+00:00,0.5,0.721853722671613,False
hive_03,2026-03-08 12:00:00+00:00,0.5,0.6936879756192958,False
hive_03,2026-03-08 13:00:00+00:00,0.5,0.6686245759238975,False
hive_03,2026-03-08 14:00:00+00:00,0.5,0.6461285176477491,False
hive_03,2026-03-08 15:00:00+00:00,0.0,-1.0009876545617236,False
hive_03,2026-03-08 16:00:00+00:00,0.5,0.6711594483098718,False
hive_03,2026-03-08 17:00:00+00:00,0.5,0.6512912772860178,False
hive_03,2026-03-08 18:00:00+00:00,0.0,-0.9995566393042993,False
hive_03,2026-03-08 19:00:00+00:00,0.5,0.6512912772860178,False
hive_03,2026-03-08 20:00:00+00:00,0.5,0.5903260526902473,False
hive_03,2026-03-08 21:00:00+00:00,0.0,-1.1806521053804944,False
hive_03,2026-03-08 22:00:00+00:00,0.5,0.5302712746797614,False
hive_03,2026-03-08 23:00:00+00:00,0.5,0.4702699715629801,False
hive_03,2026-03-09 00:00:00+00:00,0.0,-1.4108099146889403,False
hive_03,2026-03-09 01:00:00+00:00,0.5,0.40931747158018145,False
hive_03,2026-03-09 02:00:00+00:00,0.5,0.34610932762158636,False
hive_03,2026-03-09 03:00:00+00:00,0.5,0.34610932762158636,False
hive_03,2026-03-09 04:00:00+00:00,0.0,-1.5554063920046892,False
hive_03,2026-03-09 05:00:00+00:00,0.0,-1.5255756134590486,False
hive_03,2026-03-09 06:00:00+00:00,0.5,0.565194165260439,False
hive_03,2026-03-09 07:00:00+00:00,0.0,-1.5255756134590486,False
hive_03,2026-03-09 08:00:00+00:00,1.0,2.351349857814901,True
hive_03,2026-03-09 09:00:00+00:00,0.5,0.4702699715629801,False
hive_03,2026-03-09 10:00:00+00:00,0.0,-1.2878016670794208,False
hive_03,2026-03-09 11:00:00+00:00,0.5,0.5302712746797614,False
hive_03,2026-03-09 12:00:00+00:00,1.0,2.056195802074936,True
hive_03,2026-03-09 13:00:00+00:00,1.0,1.8363579715624785,False
hive_03,2026-03-09 14:00:00+00:00,0.5,0.31661344337284114,False
hive_03,2026-03-09 15:00:00+00:00,0.5,0.26163405923614175,False
hive_03,2026-03-09 16:00:00+00:00,1.0,1.6552056918561333,False
hive_03,2026-03-09 17:00:00+00:00,0.5,0.18391174353957038,False
hive_03,2026-03-09 18:00:00+00:00,0.5,0.12744778481051508,False
hive_03,2026-03-09 19:00:00+00:00,0.0,-1.2873822047769925,False
hive_03,2026-03-09 20:00:00+00:00,0.0,-1.1871451998345428,False
hive_03,2026-03-09 21:00:00+00:00,0.5,0.18391174353957038,False
hive_03,2026-03-09 22:00:00+00:00,0.0,-1.1871451998345428,False
hive_03,2026-03-09 23:00:00+00:00,0.5,0.23742903996690848,False
hive_03,2026-03-10 00:00:00+00:00,0.0,-1.1871451998345428,False
hive_03,2026-03-10 01:00:00+00:00,0.0,-1.0979206405149498,False
hive_03,2026-03-10 02:00:00+00:00,0.5,0.28892648434603946,False
hive_03,2026-03-10 03:00:00+00:00,0.5,0.28892648434603946,False
hive_03,2026-03-10 04:00:00+00:00,0.0,-1.0979206405149498,False
hive_03,2026-03-10 05:00:00+00:00,0.5,0.23742903996690848,False
hive_03,2026-03-10 06:00:00+00:00,0.5,0.23742903996690848,False
hive_03,2026-03-10 07:00:00+00:00,0.5,0.18391174353957038,False
hive_03,2026-03-10 08:00:00+00:00,0.0,-1.203131084816796,False
hive_03,2026-03-10 09:00:00+00:00,0.5,0.31661344337284114,False
hive_03,2026-03-10 10:00:00+00:00,0.5,0.26163405923614175,False
hive_03,2026-03-10 11:00:00+00:00,0.5,0.26163405923614175,False
hive_03,2026-03-10 12:00:00+00:00,0.0,-1.2337174812449616,False
hive_03,2026-03-10 13:00:00+00:00,0.0,-1.1806521053804944,False
hive_03,2026-03-10 14:00:00+00:00,0.0,-1.085485462143363,False
hive_03,2026-03-10 15:00:00+00:00,0.0,-0.9995566393042993,False
hive_03,2026-03-10 16:00:00+00:00,0.5,0.9004984374763991,False
hive_03,2026-03-10 17:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-10 18:00:00+00:00,0.5,0.978945010372561,False
hive_03,2026-03-10 19:00:00+00:00,0.5,0.9004984374763991,False
hive_03,2026-03-10 20:00:00+00:00,0.0,-1.0642254261084714,False
hive_03,2026-03-10 21:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-10 22:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-10 23:00:00+00:00,0.5,0.978945010372561,False
hive_03,2026-03-11 00:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-11 01:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-11 02:00:00+00:00,0.5,0.978945010372561,False
hive_03,2026-03-11 03:00:00+00:00,0.5,0.978945010372561,False
hive_03,2026-03-11 04:00:00+00:00,0.0,-0.978945010372561,False
hive_03,2026-03-11 05:00:00+00:00,1.0,2.47918912319159,True
hive_03,2026-03-11 06:00:00+00:00,0.5,0.7791737244316426,False
hive_03,2026-03-11 07:00:00+00:00,0.0,-0.8477912478906586,False
hive_03,2026-03-11 08:00:00+00:00,0.5,0.7791737244316426,False
hive_03,2026-03-11 09:00:00+00:00,1.0,2.1666123417787553,True
hive_03,2026-03-11 10:00:00+00:00,0.5,0.6372389240525751,False
hive_03,2026-03-11 11:00:00+00:00,0.5,0.6372389240525751,False
hive_03,2026-03-11 12:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-11 13:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-11 14:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-11 15:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-11 16:00:00+00:00,1.0,1.934060856811249,False
hive_03,2026-03-11 17:00:00+00:00,0.5,0.4748580799338171,False
hive_03,2026-03-11 18:00:00+00:00,0.5,0.4748580799338171,False
hive_03,2026-03-11 19:00:00+00:00,0.0,-0.8791185712778404,False
hive_03,2026-03-11 20:00:00+00:00,0.0,-0.8791185712778404,False
hive_03,2026-03-11 21:00:00+00:00,0.0,-0.8791185712778404,False
hive_03,2026-03-11 22:00:00+00:00,0.0,-0.8791185712778404,False
hive_03,2026-03-11 23:00:00+00:00,0.0,-0.8132557878833829,False
hive_03,2026-03-12 00:00:00+00:00,0.0,-0.8132557878833829,False
hive_03,2026-03-12 01:00:00+00:00,0.0,-0.8132557878833829,False
hive_03,2026-03-12 02:00:00+00:00,0.0,-0.7512088592997024,False
hive_03,2026-03-12 03:00:00+00:00,0.0,-0.6922186552431729,False
hive_03,2026-03-12 04:00:00+00:00,0.0,-0.6922186552431729,False
hive_03,2026-03-12 05:00:00+00:00,0.5,0.823194952769387,False
hive_03,2026-03-12 06:00:00+00:00,0.5,0.823194952769387,False
hive_03,2026-03-12 07:00:00+00:00,0.0,-0.6965495754202505,False
hive_03,2026-03-12 08:00:00+00:00,0.0,-0.6372389240525753,False
hive_03,2026-03-12 09:00:00+00:00,1.0,2.421507911399786,True
hive_03,2026-03-12 10:00:00+00:00,0.0,-0.5796886759623316,False
hive_03,2026-03-12 11:00:00+00:00,0.0,-0.5232681184722835,False
hive_03,2026-03-12 12:00:00+00:00,1.0,2.2074085671120387,True
hive_03,2026-03-12 13:00:00+00:00,1.0,1.9226098333849673,False
hive_03,2026-03-12 14:00:00+00:00,0.0,-0.6408699444616558,False
hive_03,2026-03-12 15:00:00+00:00,0.5,0.5883402745069942,False
hive_03,2026-03-12 16:00:00+00:00,0.5,0.6922186552431729,False
hive_03,2026-03-12 17:00:00+00:00,0.5,0.6922186552431729,False
hive_03,2026-03-12 18:00:00+00:00,0.5,0.6922186552431729,False
hive_03,2026-03-12 19:00:00+00:00,0.0,-0.6922186552431729,False
hive_03,2026-03-12 20:00:00+00:00,0.0,-0.6922186552431729,False
hive_03,2026-03-12 21:00:00+00:00,0.0,-0.6922186552431729,False
hive_03,2026-03-12 22:00:00+00:00,0.5,0.6356382655612868,False
hive_03,2026-03-12 23:00:00+00:00,0.5,0.5808969913452733,False
hive_03,2026-03-13 00:00:00+00:00,0.0,-0.8132557878833828,False
hive_03,2026-03-13 01:00:00+00:00,0.0,-0.8132557878833828,False
hive_03,2026-03-13 02:00:00+00:00,0.0,-0.8132557878833828,False
hive_03,2026-03-13 03:00:00+00:00,0.0,-0.8132557878833828,False
hive_03,2026-03-13 04:00:00+00:00,0.0,-0.8132557878833828,False
hive_03,2026-03-13 05:00:00+00:00,0.5,0.5808969913452733,False
hive_03,2026-03-13 06:00:00+00:00,0.5,0.5808969913452733,False
hive_03,2026-03-13 07:00:00+00:00,0.5,0.5274711427667043,False
hive_03,2026-03-13 08:00:00+00:00,0.5,0.47485807993381707,False
hive_03,2026-03-13 09:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-13 10:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-13 11:00:00+00:00,0.0,-0.8921344936736052,False
hive_03,2026-03-13 12:00:00+00:00,0.5,0.7791737244316425,False
